4, -64, -1052.67253951472
4, -63.98, -1047.49829859775
4, -63.96, -1044.30697913503
4, -63.94, -1029.95360208815
4, -63.92, -1015.54594735615
4, -63.9, -1010.14686915919
4, -63.88, -1004.67961097858
4, -63.86, -1000.55010981369
4, -63.84, -1004.27043266466
4, -63.82, -996.286177681992
4, -63.8, -993.648813035106
4, -63.78, -989.425646227086
4, -63.76, -981.088271003682
4, -63.74, -986.659784763237
4, -63.72, -998.266589747509
4, -63.7, -1007.45794789505
4, -63.68, -1015.56671599846
4, -63.6599999999999, -1014.36127756955
4, -63.6399999999999, -1014.96001877449
4, -63.6199999999999, -1018.33985343087
4, -63.5999999999999, -1010.92987536802
4, -63.5799999999999, -1017.61973688309
4, -63.5599999999999, -1014.92308484844
4, -63.5399999999999, -1012.37106949021
4, -63.5199999999999, -1008.49192709371
4, -63.4999999999999, -1003.67847255792
4, -63.4799999999999, -1007.50386155117
4, -63.4599999999999, -1014.08008605312
4, -63.4399999999999, -1020.56478274032
4, -63.4199999999999, -1031.34307893878
4, -63.3999999999999, -1034.2612276529
4, -63.3799999999999, -1031.68023087678
4, -63.3599999999999, -1036.42037037294
4, -63.3399999999999, -1041.07966548554
4, -63.3199999999999, -1050.10915045603
4, -63.2999999999999, -1050.43562206905
4, -63.2799999999999, -1053.16836127196
4, -63.2599999999999, -1053.89903636475
4, -63.2399999999999, -1061.15335583012
4, -63.2199999999999, -1054.54296664358
4, -63.1999999999999, -1065.81115413737
4, -63.1799999999999, -1073.6856710338
4, -63.1599999999999, -1084.73052378057
4, -63.1399999999999, -1092.90187446726
4, -63.1199999999999, -1101.22525743477
4, -63.0999999999999, -1109.86791482568
4, -63.0799999999999, -1104.41287243145
4, -63.0599999999999, -1100.08357066289
4, -63.0399999999999, -1097.09939172119
4, -63.0199999999998, -1092.77256986301
4, -62.9999999999998, -1090.67086867627
4, -62.9799999999998, -1096.54493402957
4, -62.9599999999998, -1091.7779638496
4, -62.9399999999998, -1093.15487113141
4, -62.9199999999998, -1078.94692998717
4, -62.8999999999998, -1072.01086370077
4, -62.8799999999998, -1059.66715767013
4, -62.8599999999998, -1057.87321681913
4, -62.8399999999998, -1051.43474856287
4, -62.8199999999998, -1044.83387983497
4, -62.7999999999998, -1046.48784799862
4, -62.7799999999998, -1055.39466652507
4, -62.7599999999998, -1063.59400301042
4, -62.7399999999998, -1067.82179695298
4, -62.7199999999998, -1065.06083063595
4, -62.6999999999998, -1061.68505289638
4, -62.6799999999998, -1069.6131711239
4, -62.6599999999998, -1057.96590334433
4, -62.6399999999998, -1051.80246963515
4, -62.6199999999998, -1053.3179597758
4, -62.5999999999998, -1060.95731338474
4, -62.5799999999998, -1064.82040165993
4, -62.5599999999998, -1070.27842549805
4, -62.5399999999998, -1076.30932476162
4, -62.5199999999998, -1085.84854605165
4, -62.4999999999998, -1092.67387844482
4, -62.4799999999998, -1092.63702382043
4, -62.4599999999998, -1106.8157933515
4, -62.4399999999998, -1108.51873103483
4, -62.4199999999998, -1117.26164772559
4, -62.3999999999998, -1118.19461287907
4, -62.3799999999997, -1106.16424584528
4, -62.3599999999997, -1108.42290022469
4, -62.3399999999997, -1103.83015323384
4, -62.3199999999997, -1095.58005338977
4, -62.2999999999997, -1089.62420574785
4, -62.2799999999997, -1090.04201432318
4, -62.2599999999997, -1099.73508171213
4, -62.2399999999997, -1118.27169829316
4, -62.2199999999997, -1117.5862340692
4, -62.1999999999997, -1119.60935797461
4, -62.1799999999997, -1122.33800219873
4, -62.1599999999997, -1125.23318377137
4, -62.1399999999997, -1133.69483040378
4, -62.1199999999997, -1129.49523738434
